,goods_id,article,name,url,regular_price,promo_price,amount,brand,store_id
668,403044,558265,"Чипсы Хрустящий картофель в ломтиках со вкусом сыра, 160г",https://online.metro-cc.ru/products/160g-hrust-kart-syr,136.0,-,50,ХРУСТЯЩИЙ КАРТОФЕЛЬ,15
669,244594,511461,"Печенье Oreo Original, 95г",https://online.metro-cc.ru/products/shokoladnoe-oreo-95g,82.9,-,1799,OREO,15
670,574164102,220176,"Конфеты Красный Октябрь Васильки шоколадные, 250г",https://online.metro-cc.ru/products/250g-konfety-vasilki-krasnyy-oktyabr,221.0,-,43,КРАСНЫЙ ОКТЯБРЬ,15
671,580000,104254,"Жевательная резинка Mentos Pure Fresh вкус Виноград, 16г",https://online.metro-cc.ru/products/rezinka-zhevatelnaya-mentos-pure-fresh-vinograd-155g,32.99,-,989,MENTOS,15
672,607470641,241858,"Чипсы Bruto Морская соль-черный перец, 120г",https://online.metro-cc.ru/products/chipsy-bruto-morskaya-sol-chernyy-perets-120g,153.0,-,29,BRUTO,15
673,402786,558261,"Чипсы Хрустящий картофель в ломтиках с солью, 40г",https://online.metro-cc.ru/products/hrustyaschij-kartofel-s-solyu-40g,37.99,-,103,ХРУСТЯЩИЙ КАРТОФЕЛЬ,15
674,362990,528344,"Жевательная резинка Five 5 Fusion ягодная волна, 31г",https://online.metro-cc.ru/products/wrigley-wrigleys-five-fusion-yagodnaya-volna-31g,80.9,-,629,FIVE,15
675,454873481,213920,"Чипсы Lay's Сыр, 70г",https://online.metro-cc.ru/products/70g-chipsy-lays-syr,99.9,87.9,1730,LAY'S,15
676,557013,39521,"Конфеты Красный Октябрь Ирис кис-кис, 1кг",https://online.metro-cc.ru/products/iris-kis-kis-1000g,549.0,439,24,КРАСНЫЙ ОКТЯБРЬ,15
677,607845578,244008,"Кулич Bauli Colombia с цукатами в шоколадной глазури, 100г",https://online.metro-cc.ru/products/100g-kulich-bauli-colomba-s-tsukatami-v-shokoladnoy-glazuri,399.0,349,242,BAULI,15
678,232014,499333,"Чипсы нори Midori васаби, 5г",https://online.metro-cc.ru/products/midori-iz-morskoj-kapusty-s-vasabi-nori-5-g,62.9,-,617,MIDORI,15
679,607467834,241841,"Мармелад Sweet Box Kuromi с игрушкой, 10г",https://online.metro-cc.ru/products/10g-marmelad-sweet-box-s-igrushkoy-kuromi,181.0,-,119,SWEET BOX,15
680,84693,214252,"Жевательная резинка Orbit Нежная мята, 14г",https://online.metro-cc.ru/products/orbit-nezhnaya-myata-136g,32.99,-,1364,ORBIT,15
681,601505097,227483,"Хлебцы Щедрые Бородинские, 100г",https://online.metro-cc.ru/products/100g-hlebtsy-schedrye-borodinskie,54.9,-,56,ЩЕДРЫЕ,15
682,555886,31509,"Снэки Сухогруз Ставридка, 70г",https://online.metro-cc.ru/products/rybnye-suhogruz-stavridka-susheno-vyalenaya-70-g,175.0,-,51,СУХОГРУЗ,15
683,607344985,237499,"Конфеты Sarotti Tiamo Truffle ассорти, 200г",https://online.metro-cc.ru/products/200g-konfety-sarotti-tiamo-truffle-assorti,1179.0,-,6,SAROTTI,15
684,407083,562907,"METRO Chef Тарталетки песочные для салата 27шт, 560г",https://online.metro-cc.ru/products/tartaletki-pesochnye-dlya-salata-metro-chef-560-g-27-sht,269.01,-,35,METRO CHEF,15
685,639791,126844,"Вафли Коломенское Топленое молоко, 200г",https://online.metro-cc.ru/products/kolomenskoe-toplenoe-moloko-200g,83.9,-,118,КОЛОМЕНСКОЕ,15
686,593788,112693,"Шоколад Milka Bubbles молочный пористый с кокосом, 92г",https://online.metro-cc.ru/products/milka-bubbles-shokolad-molochnyj-poristyj-s-kokosom-92g,129.0,-,165,MILKA,15
687,217795069,203749,"Мармелад Sweetbox с игрушкой Леди Баг, 10г",https://online.metro-cc.ru/products/10g-marmelad-sweet-box-s-igrushkoy-ledi-bag,154.0,129,152,SWEETBOX,15
688,172745,480809,"Конфеты Dove Promises Ассорти шоколадные, 118г",https://online.metro-cc.ru/products/art-480809,389.0,-,28,DOVE,15
689,608584696,245352,"Чипсы Lay's Пряная креветка, 90г",https://online.metro-cc.ru/products/chipsy-lays-pryanaya-krevetka-90g,126.0,-,117,LAY'S,15
690,625972,122524,"Печенье Jules Destrooper Almond Florentines, 100г",https://online.metro-cc.ru/products/100g-pech-jules-destrooper-almond-florentines,409.0,-,13,JULES DESTROOPER,15
691,625082,120971,"aro Попкорн с маслом (100г x 3шт), 300г",https://online.metro-cc.ru/products/3h100g-popkorn-aro-maslo,174.0,-,118,ARO,15
692,603241889,229191,"Конфеты Победа вкуса трюфели тирамису-марципан-темный шоколад-маскарпоне, 225г",https://online.metro-cc.ru/products/konfety-pobeda-vkusa-tryufeli-tiramisu-martsipan-temnyy-shokolad-maskarpone-225g,1039.0,-,29,ПОБЕДА ВКУСА,15
693,603241164,229196,"Конфеты Победа вкуса трюфели марципан-грецкий орех, 225г",https://online.metro-cc.ru/products/konfety-pobeda-vkusa-tryufeli-martsipan-gretskiy-oreh-225g,1029.0,-,28,ПОБЕДА ВКУСА,15
694,490976,619968,"Жевательная резинка Mentos Pure White клубника, 54г",https://online.metro-cc.ru/products/mentos-pure-white-klubnika-54-g,149.0,-,247,MENTOS,15
